@RELATION svmforemotions
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE class {Happy,Boredom,Disgust,Fear,Neutral,Sad,Anger}

@DATA
0.012806,2.611423,-28.242080,2.469708,-0.138059,0.149613,-0.143962,0.045611,0.449873,-0.034130,-0.012873,0.020096,-0.150459,0.179379,-0.043701,0.011358,0.601333,4.014565,1.101574,0.772597,0.542559,0.387943,0.290802,0.371230,0.274645,0.230731,0.213550,0.252307,0.194621,0.220528,Neutral
0.015430,2.798147,-27.699697,2.724843,0.303909,0.136251,-0.219596,-0.018652,0.088022,0.147156,-0.000025,0.034177,-0.160538,0.023520,-0.237976,0.018679,0.407286,3.366982,1.003278,0.561476,0.646590,0.369286,0.342964,0.199841,0.254874,0.220792,0.320373,0.198628,0.267433,0.213536,Neutral
0.014266,2.781187,-28.930121,2.558514,0.325414,0.040749,-0.147638,0.065040,0.164170,0.084336,0.020981,-0.066082,-0.077368,0.143154,-0.078346,0.014245,0.387340,2.062129,0.849690,0.562294,0.303301,0.356555,0.234203,0.211430,0.219419,0.157807,0.188567,0.180106,0.150433,0.194483,Neutral
0.019069,2.977764,-31.422168,2.380658,0.128488,0.064576,-0.120462,0.069540,0.268791,0.108074,0.149279,-0.156300,-0.035572,0.269109,0.163653,0.014905,0.286148,2.322703,0.849697,0.377843,0.247337,0.239388,0.152467,0.212371,0.147110,0.160302,0.135401,0.125767,0.148684,0.117618,Neutral
0.035674,2.835869,-26.851775,2.749220,0.605636,-0.217138,-0.199237,-0.047359,0.199595,0.198083,-0.014579,-0.111193,-0.071331,0.024616,-0.157270,0.033641,0.501986,2.344018,1.347514,0.623506,0.559608,0.357976,0.325832,0.262191,0.282509,0.252852,0.277509,0.272184,0.314783,0.292111,Neutral
0.020053,2.816660,-26.717102,3.047673,-0.006802,-0.045188,-0.184558,-0.050997,0.336318,0.067044,-0.019847,-0.002577,-0.178826,0.071971,-0.178409,0.017701,0.421771,2.801621,1.047725,0.910916,0.526703,0.379701,0.301620,0.392755,0.356812,0.231340,0.272165,0.239190,0.267036,0.293661,Neutral
0.017887,2.937324,-28.952068,2.300537,0.303721,0.013299,-0.084086,-0.105394,0.295891,0.352014,-0.058301,-0.170536,-0.082370,0.123363,-0.105866,0.014829,0.255829,1.714029,0.627517,0.427322,0.355117,0.275594,0.179448,0.150761,0.179263,0.157098,0.163568,0.199439,0.176200,0.214476,Neutral
0.013217,2.642114,-27.225767,1.695469,0.324552,0.238852,-0.039666,-0.008843,0.422735,0.133421,-0.026322,0.141797,-0.073672,0.124925,0.002926,0.015639,0.566326,4.170903,1.283313,0.701623,0.454397,0.495603,0.334517,0.404561,0.301003,0.320241,0.233791,0.263241,0.208864,0.153547,Neutral
0.006161,2.560887,-28.414017,1.980623,0.736770,0.125975,-0.052551,-0.106562,0.099155,0.148851,-0.034286,0.144348,-0.014936,0.126425,-0.027192,0.007213,0.655961,3.651119,0.834066,1.077629,0.415712,0.506669,0.267700,0.333094,0.198335,0.320380,0.242306,0.174858,0.208479,0.141029,Neutral
0.008534,2.747013,-27.037996,2.042919,0.385383,0.274784,0.201524,-0.075080,0.262465,0.111646,-0.099207,0.284366,-0.090737,0.050606,-0.031989,0.009637,0.347260,3.753393,0.719651,1.044760,0.376684,0.436786,0.286631,0.353358,0.266166,0.273581,0.312421,0.212181,0.183290,0.193667,Neutral
0.005444,2.714184,-29.832192,1.836226,0.726475,0.073748,-0.051425,-0.104099,0.124824,0.119299,-0.012449,0.180453,-0.084582,0.150481,0.019445,0.007738,0.447924,2.530217,0.955278,0.790657,0.301963,0.323051,0.262093,0.303365,0.182844,0.246224,0.178416,0.200287,0.173243,0.118884,Neutral
0.027269,2.781893,-26.340698,2.316179,0.758009,0.214025,-0.042555,-0.104732,0.251301,0.159433,-0.028198,0.194713,-0.115887,0.189374,-0.029690,0.029620,0.438031,4.104074,1.130305,0.593158,0.321137,0.322732,0.434012,0.370311,0.267395,0.270946,0.204030,0.173887,0.146195,0.163222,Neutral
0.011773,2.737806,-27.934368,1.985788,1.150913,0.059905,-0.150065,0.008005,0.079206,0.147174,-0.057019,0.047796,-0.141907,0.191822,-0.025001,0.011822,0.507383,3.680053,1.051328,0.889106,0.346165,0.384196,0.283862,0.351911,0.196357,0.246895,0.271444,0.269053,0.201109,0.234210,Neutral
0.009074,2.734969,-27.620949,2.267961,0.455867,0.294706,0.126260,0.009621,0.247376,0.154989,-0.066813,0.217724,-0.048376,0.140820,-0.018958,0.009545,0.405722,3.924235,0.833570,0.899814,0.424541,0.409454,0.291855,0.415374,0.281059,0.326172,0.250082,0.205835,0.159282,0.146385,Neutral
0.011912,2.689494,-27.830221,2.236673,0.333027,0.274752,0.185202,-0.149472,0.267558,0.143116,-0.061439,0.154652,-0.007029,0.101175,-0.039552,0.009735,0.455869,2.909458,0.959671,0.744934,0.466166,0.382639,0.324669,0.269765,0.219820,0.277080,0.200077,0.183342,0.209352,0.186002,Neutral
0.008647,2.788907,-27.891502,2.197779,0.957053,0.256925,-0.115183,0.110281,0.172952,0.235754,-0.122567,0.145732,-0.075195,0.169291,0.000862,0.008973,0.374907,2.938114,0.920952,0.739821,0.412653,0.386956,0.222867,0.321788,0.244755,0.249316,0.221007,0.197488,0.147344,0.163313,Neutral
0.016199,2.819308,-27.983188,2.444567,0.910815,0.351017,0.159753,0.135965,0.065656,0.193779,0.014130,0.202381,-0.116588,0.179206,-0.023240,0.012976,0.366147,2.163227,0.556215,0.641021,0.315052,0.291891,0.256945,0.255419,0.217820,0.262115,0.197716,0.207298,0.142462,0.136130,Neutral
0.012309,2.893129,-28.726932,2.213897,0.940039,0.212880,0.007663,0.038894,0.073459,0.164087,0.009161,0.241509,-0.119662,0.165016,-0.062853,0.010253,0.213962,2.535732,0.541568,0.560684,0.321027,0.349739,0.336547,0.315966,0.268510,0.182616,0.236154,0.153517,0.144635,0.139178,Neutral
0.016051,2.812594,-26.803985,1.564681,0.234329,0.031533,-0.176554,-0.056322,0.227672,-0.180799,-0.143230,-0.029929,-0.259821,0.026085,-0.158813,0.015917,0.527169,3.673779,1.135093,0.825065,0.508356,0.395422,0.355346,0.415703,0.384464,0.311262,0.244377,0.373322,0.307356,0.306113,Neutral
0.015526,2.702849,-27.323890,1.938533,0.409267,-0.194462,-0.284124,-0.051527,0.012690,-0.045482,-0.194777,-0.056748,-0.380242,-0.026736,-0.253840,0.018129,0.585428,3.860782,1.096096,0.816661,0.568534,0.559443,0.325908,0.347701,0.345271,0.249053,0.251062,0.254998,0.266949,0.319312,Neutral
0.017718,2.920904,-26.158073,1.804920,0.326236,-0.114713,-0.146977,-0.036484,0.107475,-0.240803,-0.084705,-0.100530,-0.314719,0.018221,-0.348981,0.015199,0.404745,3.317547,1.097590,0.785549,0.603262,0.442390,0.337529,0.313612,0.301173,0.267652,0.266072,0.267360,0.404638,0.311338,Neutral
0.058476,2.890738,-25.172671,1.995206,0.599012,-0.082129,-0.179335,-0.046217,0.129667,-0.229295,-0.102139,-0.233779,-0.343060,-0.037347,-0.235352,0.056612,0.580534,3.267656,1.191882,0.589987,0.461402,0.308785,0.348498,0.425740,0.237076,0.306401,0.256734,0.300231,0.251798,0.357150,Neutral
0.021943,2.984723,-26.422543,2.042484,0.225500,0.155147,-0.131178,-0.033861,0.287162,-0.154035,-0.145062,-0.035136,-0.269314,-0.014247,-0.250447,0.019447,0.429792,2.976836,1.057744,0.839335,0.577109,0.479603,0.337768,0.339414,0.266672,0.254903,0.295595,0.330046,0.321545,0.297809,Neutral
0.014220,2.489766,-27.833639,2.320142,0.507381,0.117522,-0.033075,0.034397,0.183999,0.039723,0.016114,0.230327,0.037650,0.123920,0.030828,0.015539,0.629754,3.384051,1.321262,1.077678,0.563024,0.476435,0.325958,0.327876,0.238278,0.278115,0.165625,0.176605,0.181442,0.180795,Sad
0.010230,2.661464,-29.639364,2.373771,0.016614,0.355568,0.102240,0.180510,0.419264,0.229569,0.177659,0.237015,-0.092670,-0.047199,0.018482,0.011965,0.309769,2.402746,0.772479,0.627533,0.351518,0.306653,0.228660,0.218382,0.187647,0.199833,0.127234,0.148989,0.137504,0.140626,Sad
0.013497,2.541903,-27.754030,2.133599,0.618273,0.065746,-0.112282,0.034455,0.226324,0.011237,0.170624,0.182056,0.021489,0.201293,-0.030236,0.013746,0.569498,3.064054,1.377191,0.724499,0.493322,0.405147,0.361293,0.324199,0.232116,0.232566,0.239161,0.231933,0.169112,0.155713,Sad
0.008419,2.665388,-28.602715,2.566855,0.535140,0.138894,-0.164528,0.107543,-0.022669,0.110220,0.231607,0.084846,0.027310,0.081059,-0.074523,0.010694,0.385759,3.392359,1.304201,0.705341,0.541662,0.382008,0.362203,0.370018,0.291836,0.248867,0.172565,0.243147,0.155075,0.146963,Sad
0.008662,2.781214,-30.861289,2.326232,0.228759,0.280914,0.000304,-0.036095,0.189002,0.083684,0.186644,0.168880,0.026448,0.045517,0.020842,0.011232,0.378490,2.814489,0.813438,0.625715,0.377307,0.365879,0.240615,0.285567,0.233257,0.194820,0.169914,0.198752,0.136530,0.158763,Sad
0.005107,2.737020,-30.465023,2.389230,0.167817,0.133133,0.044098,-0.009767,0.355159,-0.007817,0.149849,0.148362,-0.066459,0.158377,0.016692,0.005480,0.428136,3.110277,0.934092,0.882259,0.380611,0.424480,0.307962,0.324084,0.260385,0.260969,0.178640,0.183036,0.161309,0.159144,Sad
0.021310,2.681451,-28.162412,2.794940,0.608174,0.073774,-0.316323,-0.069291,0.147847,0.122574,0.209443,0.146217,0.027222,0.082084,-0.058646,0.025110,0.500364,3.908310,1.274218,0.526716,0.462105,0.509062,0.325559,0.393318,0.289141,0.274301,0.189815,0.186509,0.184007,0.180557,Sad
0.038006,2.837345,-27.836698,2.226627,0.511627,0.273570,0.178048,0.105772,0.196963,0.172146,-0.004875,0.023097,0.008673,0.106201,-0.069527,0.054085,0.391167,3.164228,1.108140,0.803234,0.535740,0.352634,0.310841,0.266928,0.265476,0.230791,0.259983,0.192291,0.161515,0.160556,Sad
0.024713,2.809664,-28.741781,2.461646,0.444941,0.466028,0.170297,0.144320,0.091806,-0.023353,-0.017393,-0.058500,-0.045703,0.121649,-0.083346,0.026571,0.382724,2.903533,0.681432,0.587176,0.440832,0.294071,0.202792,0.222760,0.205594,0.193107,0.234024,0.189873,0.208098,0.182000,Sad
0.026794,2.824850,-27.467341,2.447790,0.527318,0.241086,-0.005262,0.080366,0.182132,0.004437,0.053811,-0.057675,0.017145,0.186856,-0.040966,0.028068,0.411371,2.767524,1.129440,0.681486,0.527943,0.358353,0.239921,0.253688,0.217193,0.206674,0.192796,0.235914,0.188948,0.182699,Sad
0.031658,2.841781,-27.530418,2.369028,0.597963,0.426971,0.082674,0.216804,0.061050,-0.043311,-0.028951,-0.095478,0.020916,0.099819,-0.053547,0.034933,0.306727,3.095371,1.172093,0.587959,0.401974,0.364201,0.273754,0.257699,0.200728,0.209280,0.195891,0.173483,0.166195,0.157760,Sad
0.031508,2.772063,-28.266627,2.419215,0.487549,0.345420,0.028465,0.109628,0.048747,0.032434,-0.015632,-0.074784,-0.036861,0.085389,-0.101960,0.035939,0.452443,2.897797,1.058898,0.529018,0.341913,0.334100,0.261076,0.192600,0.217917,0.177612,0.206297,0.191052,0.201121,0.231119,Sad
0.017948,2.740595,-29.467498,2.327530,0.317395,0.328030,0.104901,0.123168,0.201130,0.096633,0.056075,-0.022415,0.013065,0.075831,-0.032327,0.022989,0.388974,3.074248,0.963144,0.552376,0.444351,0.321401,0.254119,0.209000,0.212222,0.190834,0.208710,0.189592,0.155838,0.168985,Sad
0.016737,2.802318,-28.951924,2.468493,0.401056,0.457434,0.077236,0.120046,0.122031,0.057245,0.033998,-0.006300,0.035815,0.135893,-0.055874,0.018365,0.391741,2.999102,0.822782,0.505703,0.360556,0.334184,0.240810,0.220883,0.233577,0.188640,0.193218,0.178539,0.188725,0.174151,Sad
0.014221,2.748077,-29.394462,2.396653,0.521779,0.320461,0.036572,0.215690,0.141950,0.095802,-0.000445,-0.067644,-0.034606,0.091641,-0.072757,0.020523,0.450820,3.639534,0.971631,0.504810,0.383484,0.376111,0.246394,0.262942,0.213883,0.180034,0.225030,0.194986,0.182034,0.184098,Sad
0.020522,2.815368,-28.509710,2.503561,0.680323,0.338359,0.066470,0.085572,0.039255,0.118321,0.003398,-0.037346,-0.034027,0.135749,-0.082709,0.023236,0.378381,2.792954,0.738861,0.566771,0.416057,0.311535,0.234371,0.222812,0.192837,0.184081,0.217416,0.176151,0.181930,0.191335,Sad
0.016216,2.901577,-26.855574,2.145960,0.546347,0.169195,0.064814,0.139662,0.180046,-0.104372,0.107965,-0.177278,0.156430,-0.001252,0.009781,0.016919,0.318175,2.406412,1.168545,0.764504,0.544440,0.347477,0.278572,0.338614,0.304171,0.218226,0.243598,0.183545,0.180072,0.208736,Sad
0.061007,2.930271,-25.723443,2.250062,0.736131,0.433104,0.008609,0.053640,0.119123,-0.183913,0.077004,-0.210546,0.017363,0.037367,-0.087214,0.049721,0.384932,2.543968,1.220996,0.748509,0.510127,0.318661,0.261318,0.387271,0.282251,0.195963,0.227746,0.203064,0.212301,0.224295,Sad
0.052863,2.967011,-25.517897,2.657418,0.544595,0.468244,0.047251,0.020769,0.198115,-0.102587,0.101684,-0.189199,0.043357,0.006493,-0.012664,0.043712,0.413061,2.269422,1.007533,0.698524,0.519436,0.324198,0.292658,0.308049,0.256935,0.217192,0.270465,0.194527,0.176736,0.218537,Sad
0.044508,2.960744,-26.650898,2.384005,0.402080,0.519613,0.058393,-0.000807,0.134824,-0.105256,0.104919,-0.120402,0.077891,-0.004173,-0.001694,0.036060,0.318614,1.984862,0.925725,0.636219,0.413504,0.287393,0.214530,0.299844,0.257534,0.274675,0.193569,0.182949,0.157440,0.156803,Sad
0.029632,2.775507,-26.282269,2.132359,0.553939,0.628826,-0.100285,-0.192095,0.306799,0.265393,0.156992,0.229373,-0.084677,0.265073,-0.021563,0.023714,0.371378,2.802695,1.293115,0.596326,0.450382,0.420929,0.273317,0.260245,0.221993,0.209586,0.203466,0.225283,0.170500,0.170349,Sad
0.026163,2.785325,-26.905186,2.637990,0.709803,0.671684,-0.153955,-0.214473,0.399675,0.199793,0.138979,0.222770,-0.077664,0.210142,-0.026132,0.024960,0.368012,3.342145,1.431381,0.509283,0.398895,0.385963,0.358291,0.326910,0.239457,0.292210,0.249432,0.196337,0.182500,0.153026,Sad
0.023317,2.870849,-26.860350,2.539651,0.416015,0.760772,0.126752,-0.165858,0.466266,0.195918,0.149081,0.142789,0.014584,0.200324,-0.033038,0.017870,0.378302,2.594107,0.845805,0.681400,0.296092,0.369447,0.382544,0.378261,0.299422,0.240098,0.151996,0.214468,0.167712,0.184817,Sad
0.010430,2.848194,-29.479555,2.290865,0.399438,0.388136,0.192623,0.063087,0.256500,0.200177,0.133285,0.155871,0.148042,0.064871,0.124721,0.009407,0.340730,2.094021,0.824339,0.456445,0.273538,0.273079,0.220623,0.223215,0.136737,0.160209,0.136287,0.106799,0.088906,0.081752,Sad
0.007123,2.655165,-30.552401,2.225012,0.562555,0.331603,0.081246,0.028010,0.287797,0.092842,0.045620,0.226807,-0.004893,0.096210,0.040266,0.011283,0.508774,4.345558,1.376170,0.615038,0.390558,0.322007,0.315254,0.289645,0.235814,0.221701,0.214898,0.210735,0.165032,0.151249,Sad
0.019498,2.541643,-28.683485,2.515548,0.592033,0.537456,0.098531,0.029045,0.333597,0.095000,0.100530,0.318370,-0.009416,0.243822,0.085268,0.017747,0.572532,2.345064,1.032511,0.465748,0.373824,0.295597,0.366475,0.277904,0.184940,0.193235,0.235138,0.237559,0.155981,0.163276,Sad
0.012992,2.765861,-28.085714,2.772201,0.249558,0.398512,0.079609,-0.049153,0.443274,0.016012,-0.023577,0.257089,-0.046042,0.115636,0.041022,0.011649,0.430191,3.520444,1.187001,0.680912,0.396271,0.449135,0.290150,0.358330,0.248949,0.223794,0.226228,0.203344,0.169948,0.164971,Sad
0.009772,2.751796,-29.424653,2.489427,0.294426,0.522071,0.018337,0.038943,0.342713,-0.047171,0.091991,0.205707,-0.051147,0.144313,0.013305,0.011770,0.429646,3.608435,0.986819,0.680252,0.420125,0.383908,0.293831,0.301437,0.299265,0.184319,0.224908,0.187325,0.182794,0.167766,Sad
0.015344,2.745674,-29.421092,2.273127,0.502291,0.411775,-0.022378,0.066035,0.285359,0.023580,0.076299,0.245253,-0.088976,0.175700,0.010070,0.017526,0.477655,3.656660,0.872475,0.516888,0.390907,0.389279,0.241532,0.344405,0.274629,0.213448,0.217533,0.199515,0.178168,0.160972,Sad
0.023201,2.855752,-27.819361,2.397498,0.620272,0.491773,0.145730,0.089691,0.253366,0.147088,0.045717,0.253440,-0.001386,0.159522,0.052818,0.025178,0.408208,3.349479,0.948644,0.595301,0.353103,0.338581,0.328983,0.293983,0.237481,0.222055,0.228157,0.151996,0.169089,0.155363,Sad
0.011588,2.817309,-28.794638,2.373030,0.367050,0.019573,0.046509,0.074487,0.204278,-0.007893,0.128781,0.176181,-0.093194,0.171605,-0.092565,0.014009,0.360637,3.887606,1.188733,0.774542,0.451784,0.400905,0.300582,0.380187,0.251601,0.228083,0.212666,0.254888,0.219863,0.199870,Sad
0.015819,2.773407,-27.227206,2.420191,0.506024,-0.174980,0.038312,0.185415,0.104110,0.058546,0.176536,0.152066,-0.054720,0.164704,-0.134518,0.017301,0.364635,2.965431,1.341503,0.672710,0.460559,0.418465,0.285524,0.321759,0.267732,0.221703,0.168042,0.190053,0.217192,0.207707,Sad
0.009733,2.870704,-27.963902,2.790865,0.074612,0.163216,0.240001,0.083359,0.338219,0.021636,0.036792,0.206398,-0.036456,0.089704,-0.012076,0.010004,0.350334,2.633650,0.858560,0.689246,0.329681,0.361102,0.298805,0.316244,0.218795,0.238903,0.186859,0.174513,0.167218,0.176135,Sad
0.013238,2.822439,-27.906943,2.678683,0.478436,-0.048974,0.057540,0.184311,0.170794,0.096789,0.071026,0.208638,-0.050748,0.124865,-0.099508,0.013585,0.383060,3.139279,1.094876,0.612201,0.365970,0.370837,0.254105,0.374560,0.271776,0.230267,0.208316,0.205265,0.184924,0.202804,Sad
0.019805,2.897748,-26.738876,1.978982,0.538019,0.432615,-0.176375,0.152316,0.290063,0.051264,-0.086876,0.157178,-0.024569,0.132827,-0.249033,0.014171,0.312203,2.689542,1.075061,0.869738,0.463750,0.412280,0.283007,0.326121,0.249034,0.211177,0.199805,0.309030,0.208034,0.256984,Sad
0.021494,2.863008,-26.921796,2.203764,0.530541,0.328840,0.065674,0.109887,0.296252,0.011437,-0.001625,-0.015039,-0.122522,0.051200,-0.238767,0.020454,0.429059,3.203356,0.779300,0.627557,0.491182,0.357031,0.231967,0.294844,0.298144,0.208622,0.181477,0.238861,0.248505,0.272136,Sad
0.015439,2.889130,-27.570270,1.846264,0.550955,0.217617,-0.005096,0.071274,0.364306,0.056160,0.082284,0.038636,-0.017595,0.057653,-0.197470,0.014562,0.244432,2.550837,1.043727,0.697528,0.528849,0.380512,0.257397,0.301910,0.219706,0.225148,0.200425,0.263620,0.210691,0.231015,Sad
0.033483,2.946343,-26.298050,2.138913,0.956101,0.352664,0.039973,0.118225,0.155802,0.017725,0.029319,0.008778,-0.017749,0.046221,-0.245023,0.030382,0.256152,2.826644,1.064021,0.497168,0.416021,0.377377,0.285676,0.261424,0.215139,0.180825,0.193187,0.195874,0.193320,0.212874,Sad
0.029022,2.834463,-27.031190,2.452423,0.485596,0.540892,0.005213,0.071101,0.331661,0.027505,0.025412,0.114738,-0.127024,0.067549,-0.204512,0.031931,0.348199,2.251312,0.942404,0.670894,0.473068,0.381870,0.280029,0.287345,0.279804,0.234542,0.205669,0.241629,0.186123,0.182637,Sad
0.014364,2.724655,-27.886470,2.358008,0.478832,0.370713,-0.116323,0.138210,0.387658,0.177342,0.065677,0.032137,-0.074571,0.109365,-0.017345,0.016472,0.287009,2.610027,0.811841,0.539271,0.453708,0.347416,0.269007,0.309529,0.263882,0.137012,0.150586,0.184805,0.118066,0.165389,Sad
0.008668,2.856539,-29.070681,2.280487,0.383149,0.466379,0.020641,0.164622,0.356673,0.047693,0.062017,-0.005512,-0.119460,0.153838,-0.138856,0.008352,0.284151,2.828813,0.731943,0.663489,0.406412,0.351374,0.219033,0.280858,0.229846,0.154359,0.199477,0.182483,0.211669,0.173842,Sad
0.005275,2.838955,-29.125776,2.549521,0.419015,0.482341,0.073300,0.189510,0.369123,0.175281,0.076401,-0.049088,-0.134873,0.077745,-0.078525,0.005730,0.375820,2.869907,0.702951,0.662743,0.428381,0.317961,0.212857,0.231944,0.231627,0.211141,0.215414,0.237004,0.224026,0.191990,Sad
0.011833,2.783608,-27.522816,2.364249,0.510738,0.158583,-0.137381,-0.037903,0.310163,0.136870,0.050252,-0.070498,-0.107349,0.161071,-0.128700,0.011560,0.407862,2.885273,1.215368,0.581318,0.466311,0.389853,0.296855,0.302888,0.231643,0.231477,0.235746,0.276864,0.235533,0.207323,Sad
0.010601,2.793682,-28.718756,2.298785,0.540007,0.197458,-0.064568,0.004750,0.228468,0.122574,0.081490,-0.014788,-0.090322,0.125125,-0.095373,0.011817,0.489984,3.292433,1.182433,0.615758,0.495234,0.379032,0.260113,0.281148,0.226732,0.215554,0.206396,0.220748,0.190900,0.202962,Sad
0.016743,2.814031,-29.014584,2.266710,0.706865,0.343343,-0.113837,0.069756,0.214602,0.052940,0.206147,-0.183239,-0.049324,0.099000,-0.131409,0.017959,0.433429,2.377706,0.862324,0.567744,0.362556,0.312773,0.262754,0.181162,0.168163,0.204565,0.235099,0.218658,0.149865,0.185936,Sad
0.011984,2.829938,-29.293791,2.222015,0.481109,0.427897,0.059494,0.058117,0.317490,0.163203,0.125418,-0.044777,-0.122613,0.120132,-0.056575,0.010864,0.344177,1.717753,0.739233,0.648426,0.412477,0.302305,0.208663,0.247484,0.233242,0.190609,0.180391,0.184618,0.189495,0.181885,Sad
0.011768,2.872206,-27.897711,2.390676,0.263797,0.361693,-0.029172,-0.025214,0.448053,0.053688,-0.014025,-0.131749,-0.092947,0.124401,-0.131482,0.010819,0.374219,2.628886,0.982308,0.670524,0.451836,0.411361,0.305998,0.287508,0.245218,0.211156,0.267804,0.238551,0.183321,0.201643,Sad
0.012240,2.858062,-27.347713,2.252470,0.524396,0.307176,-0.204078,0.076199,0.321134,0.207128,0.006918,-0.098735,-0.228558,0.085111,-0.119392,0.011327,0.403803,2.668785,0.931805,0.560044,0.448453,0.379649,0.227443,0.268224,0.258839,0.283344,0.196362,0.219634,0.218153,0.191723,Sad
0.014611,2.691906,-27.818197,2.741172,0.764658,0.210449,-0.118046,0.053147,0.162506,0.246725,0.000512,-0.031679,-0.157700,0.172517,-0.138965,0.017517,0.546623,2.746966,0.779466,0.529916,0.475426,0.353459,0.221177,0.255717,0.274093,0.201007,0.244925,0.240195,0.204218,0.192096,Sad
0.028512,2.771505,-26.745403,2.350957,0.996362,0.389003,0.013826,0.052523,0.138568,0.155715,0.003523,0.165956,-0.119242,0.200151,-0.007569,0.029902,0.438981,2.916250,0.923743,0.672587,0.381497,0.461057,0.285569,0.262018,0.227732,0.202730,0.220180,0.136251,0.133216,0.179887,Sad
0.039975,2.836025,-26.395239,2.433918,0.656402,0.516603,0.229495,0.013768,0.244543,0.198091,0.023441,0.150569,-0.017187,0.097127,0.010955,0.040457,0.401651,2.563695,1.096947,0.850015,0.415213,0.415005,0.280006,0.365270,0.216989,0.270168,0.210619,0.192766,0.150841,0.148385,Sad
0.023201,2.769714,-27.902024,2.358086,0.482770,0.505591,0.349702,0.050104,0.250614,0.180574,0.044778,0.150370,0.047590,0.097149,-0.001274,0.021422,0.404487,2.737539,0.915287,0.637956,0.382168,0.349514,0.308131,0.214179,0.191678,0.231494,0.165322,0.146925,0.133171,0.127488,Sad
0.019399,2.684278,-27.717091,2.294619,0.917120,0.460514,0.077465,0.032786,0.180574,0.130160,-0.013308,0.176708,-0.035597,0.114946,0.015913,0.022268,0.627273,3.688404,1.259923,0.726681,0.306985,0.392709,0.299873,0.312282,0.278971,0.241893,0.173053,0.182226,0.164176,0.152442,Sad
0.009715,2.825824,-28.993459,1.423719,0.531679,0.386677,-0.042184,0.080642,0.259895,-0.214646,0.021065,-0.008222,-0.212748,0.010615,-0.331327,0.016225,0.438021,3.303011,1.020849,0.448303,0.412610,0.344219,0.259927,0.325189,0.357497,0.226275,0.239889,0.255493,0.271268,0.299005,Sad
0.036284,2.938396,-27.524633,1.853481,0.806813,0.410902,0.004351,0.240132,0.066915,-0.146873,-0.122770,-0.067663,-0.322525,0.105994,-0.502194,0.051414,0.441236,2.625584,1.098893,0.542162,0.297124,0.350361,0.246277,0.249112,0.204132,0.169222,0.177753,0.244547,0.180060,0.219800,Sad
0.022275,2.868961,-28.258342,1.760775,0.681127,0.489024,0.097040,0.065429,0.065628,-0.134946,-0.053622,-0.132639,-0.221673,-0.045284,-0.406737,0.033325,0.475522,2.722783,0.971904,0.445375,0.440516,0.314354,0.239065,0.260037,0.232679,0.210156,0.197784,0.332561,0.157764,0.277094,Sad
0.022621,2.792537,-28.876991,1.717704,0.728091,0.380548,0.049899,0.161549,0.228623,-0.056040,0.061729,-0.034932,-0.118275,-0.009085,-0.268207,0.039295,0.488279,3.530523,1.063721,0.555166,0.400751,0.306113,0.258760,0.215874,0.237109,0.222174,0.230561,0.265887,0.196973,0.252452,Sad
0.010913,2.847697,-29.103531,1.510280,0.785166,0.397728,0.053010,0.255162,0.214588,-0.145344,0.110824,-0.075807,-0.130055,0.044790,-0.288465,0.012378,0.441160,2.138991,1.052081,0.403928,0.368525,0.290305,0.265013,0.246573,0.278455,0.211472,0.217439,0.252873,0.217151,0.202832,Sad
0.015514,2.820838,-29.106159,1.667780,0.858452,0.332084,-0.020655,0.116672,0.074572,-0.118898,0.058396,-0.077519,-0.149266,-0.032701,-0.327029,0.023650,0.462184,2.974611,0.970951,0.343240,0.366655,0.297007,0.217615,0.260133,0.199926,0.214348,0.192499,0.262738,0.205140,0.264511,Sad
0.025126,2.921819,-28.095430,2.058324,0.657755,0.526746,0.101888,0.095253,0.291359,-0.120809,0.020266,-0.049480,-0.191434,0.026892,-0.267962,0.027128,0.383675,3.921224,0.956284,0.591816,0.434278,0.337652,0.259393,0.280588,0.272889,0.205918,0.207763,0.245008,0.212621,0.296185,Sad
